d_name,model_name,split_idx,n_splits,random_state,fit_time,test_size,test_auc,test_aupr,test_mse,test_acc,test_logloss,train_auc,train_aupr,train_mse,train_acc,train_logloss,model_path
ss_mimicii_b1_r1377_xgb-d1-o20-cols1,xgb-d1-o20-cols1,3,5,1377,52.447224140167236,0.15,0.8115717821782177,0.42911647017164556,0.0862503088500287,0.8857764481914604,0.2932597159298581,0.8367665283629195,0.5095925290318644,0.08017917292681265,0.8958283327732706,0.2747700185942278,models/1108_ss/ss_mimicii_b1_r1377_xgb-d1-o20-cols1_xgb-d1-o20-cols1_r1377_3_5.pkl
ss_mimiciii_b1_r1377_xgb-d1-o20-cols1,lr,4,5,1377,1.289811372756958,0.15,0.7440545001277562,0.31407033522615674,0.07635035444581571,0.9100658055081647,0.2747951168450454,0.7769637120272536,0.3393022032761152,0.07418879965199436,0.9086685308668531,0.26386451015456097,models/1108_ss/ss_mimiciii_b1_r1377_xgb-d1-o20-cols1_lr_r1377_4_5.pkl
ss_mimicii_b1_r1377_xgb-d1-o20-cols1,ebm-o50-i50-q,3,5,1377,167.85162830352783,0.15,0.8101930136833908,0.42256338199605425,0.08674163703580545,0.884688604840903,0.2945935107824356,0.8346842866904791,0.509766376060772,0.08024124185759669,0.8960683596562815,0.27563089261768603,models/1108_ss/ss_mimicii_b1_r1377_xgb-d1-o20-cols1_ebm-o50-i50-q_r1377_3_5.pkl
ss_mimicii_b1_r1377_xgb-d1-o20-cols1,ebm-bf-o50-q,3,5,1377,42.0339834690094,0.15,0.8127871565246411,0.4284108978529748,0.08617358538432007,0.8879521348925755,0.2927441365746717,0.8324150284067809,0.5025717972215469,0.08100619395475074,0.894868225241227,0.2779644411237322,models/1108_ss/ss_mimicii_b1_r1377_xgb-d1-o20-cols1_ebm-bf-o50_r1377_3_5.pkl
ss_mimicii_b1_r1377_xgb-d1-o20-cols1,ilr-q,3,5,1377,11.573003053665161,0.15,0.7760067860718656,0.37725512718550225,0.09104401199780912,0.8827848789774273,0.3105252587054671,0.8416074842495578,0.51407697285575,0.08089600779868203,0.8940041284623877,0.27654054164780467,models/1108_ss/ss_mimicii_b1_r1377_xgb-d1-o20-cols1_ilr-q_r1377_3_5.pkl
ss_mimicii_b1_r1377_xgb-d1-o20-cols1,mlr-q,3,5,1377,2.246816396713257,0.15,0.7733611914562244,0.3511668050511523,0.0942527424130659,0.8795213489257547,0.32344916326082523,0.8524858606912107,0.561197798309311,0.07561827442056158,0.9034611876530171,0.2608442217003502,models/1108_ss/ss_mimicii_b1_r1377_xgb-d1-o20-cols1_mlr-q_r1377_3_5.pkl
ss_mimicii_b1_r1377_xgb-d1-o20-cols1,lr,3,5,1377,0.5142776966094971,0.15,0.780168817443542,0.3752900619937435,0.09066412814196233,0.883328800652706,0.31043214624589044,0.7863077861519769,0.4082219532559671,0.08853236451843444,0.8868033219720609,0.304307380569728,models/1108_ss/ss_mimicii_b1_r1377_xgb-d1-o20-cols1_lr_r1377_3_5.pkl
ss_mimicii_b1_r1377_xgb-d1-o20-cols1,xgb-d1-o20-cols1,4,5,1377,42.79002642631531,0.15,0.8099642618756258,0.44362513566717354,0.08524137675033,0.887680174054936,0.2917898451526237,0.83688155056071,0.5052866188971104,0.08046355018927752,0.8954442897604532,0.27531322036714123,models/1108_ss/ss_mimicii_b1_r1377_xgb-d1-o20-cols1_xgb-d1-o20-cols1_r1377_4_5.pkl
ss_adult_b1_r1377_xgb-d1-o20-cols1,ebm-o50-i50-q,4,5,1377,556.9708459377289,0.15,0.9089072331182448,0.7919564091194375,0.09796458092174516,0.8601842374616172,0.30795898749115375,0.9245317440075573,0.822649343520098,0.08943790351495912,0.8706099147275618,0.2824171261486445,models/1108_ss/ss_adult_b1_r1377_xgb-d1-o20-cols1_ebm-o50-i50-q_r1377_4_5.pkl
ss_mimicii_b1_r1377_xgb-d1-o20-cols1,ebm-o50-i50-q,4,5,1377,164.37966346740723,0.15,0.8072032484147292,0.44464691029703146,0.08539516409237963,0.8898558607560512,0.2926505791906142,0.8348689976619731,0.5051968323672076,0.08059568508199591,0.8958283327732706,0.27625034464016207,models/1108_ss/ss_mimicii_b1_r1377_xgb-d1-o20-cols1_ebm-o50-i50-q_r1377_4_5.pkl
ss_adult_b1_r1377_xgb-d1-o20-cols1,ebm-bf-o50-q,4,5,1377,94.66103219985962,0.15,0.9080258466158915,0.7909628057027049,0.09810738952582064,0.857727737973388,0.3087580975671035,0.9226842161808153,0.8190745177825475,0.09044825797738944,0.8698150021679434,0.2857912590297411,models/1108_ss/ss_adult_b1_r1377_xgb-d1-o20-cols1_ebm-bf-o50_r1377_4_5.pkl
ss_adult_b1_r1377_xgb-d1-o20-cols1,ilr-q,4,5,1377,15.868342399597168,0.15,0.9063751661185563,0.7877717811152103,0.09945383011842727,0.857727737973388,0.31291800587306473,0.9286920128950218,0.830594048002711,0.08719503575639015,0.8737173001878884,0.27515705887098224,models/1108_ss/ss_adult_b1_r1377_xgb-d1-o20-cols1_ilr-q_r1377_4_5.pkl
ss_adult_b1_r1377_xgb-d1-o20-cols1,mlr-q,4,5,1377,1.6145808696746826,0.15,0.899908894534688,0.7764374556092621,0.10231006114695981,0.8546571136131014,0.3223544097916341,0.9165310520228379,0.8070149163664471,0.09374241527247358,0.8656236450354098,0.2960723622286843,models/1108_ss/ss_adult_b1_r1377_xgb-d1-o20-cols1_mlr-q_r1377_4_5.pkl
ss_adult_b1_r1377_xgb-d1-o20-cols1,lr,4,5,1377,2.633427619934082,0.15,0.8918211488431499,0.7482664583124383,0.10742331132070246,0.8433981576253838,0.3366374395320134,0.9064541972252,0.7747233861518139,0.10051421816933803,0.8540974129209423,0.3159621231111768,models/1108_ss/ss_adult_b1_r1377_xgb-d1-o20-cols1_lr_r1377_4_5.pkl
ss_mimicii_b1_r1377_xgb-d1-o20-cols1,ebm-bf-o50-q,4,5,1377,37.56017708778381,0.15,0.8071093836911781,0.4401231301223597,0.08577995369362819,0.8874082132172967,0.29334170912145946,0.8320489620897402,0.49873854189519845,0.0813089361530115,0.895108252124238,0.2786554485678487,models/1108_ss/ss_mimicii_b1_r1377_xgb-d1-o20-cols1_ebm-bf-o50_r1377_4_5.pkl
ss_mimicii_b1_r1377_xgb-d1-o20-cols1,ilr-q,4,5,1377,9.238975286483765,0.15,0.780072171542997,0.39495841939396853,0.08968315903575197,0.8836007614903454,0.307322434941416,0.8421604914056575,0.5162193056868256,0.0806012856317961,0.8941001392155922,0.2757733888251687,models/1108_ss/ss_mimicii_b1_r1377_xgb-d1-o20-cols1_ilr-q_r1377_4_5.pkl
ss_mimicii_b1_r1377_xgb-d1-o20-cols1,mlr-q,4,5,1377,2.1107351779937744,0.15,0.7804872622093669,0.38461162932145126,0.09127559096056406,0.8841446831656241,0.31345310112412017,0.8497244836254546,0.5399599950017132,0.07720571072533557,0.9001968220440689,0.2650928013966964,models/1108_ss/ss_mimicii_b1_r1377_xgb-d1-o20-cols1_mlr-q_r1377_4_5.pkl
ss_mimicii_b1_r1377_xgb-d1-o20-cols1,lr,4,5,1377,0.4557359218597412,0.15,0.7706634497719435,0.3514715757635439,0.09264225820257074,0.8830568398150667,0.31685504447571505,0.7879896475259165,0.4126509842751321,0.08814086863470506,0.8869473381018674,0.30321176421405355,models/1108_ss/ss_mimicii_b1_r1377_xgb-d1-o20-cols1_lr_r1377_4_5.pkl
ss_breast_b1_r1377_xgb-d1-o20-cols1,xgb-d1-o20-cols1,2,5,1377,4.882619142532349,0.15,0.9941348973607038,0.9967809927019192,0.030700998211916353,0.9534883720930233,0.09145099472836725,0.9997569730053092,0.9998651412367447,0.005276659260703612,0.9917184265010351,0.022325189731970035,models/1108_ss/ss_breast_b1_r1377_xgb-d1-o20-cols1_xgb-d1-o20-cols1_r1377_2_5.pkl
ss_breast_b1_r1377_xgb-d1-o20-cols1,ebm-o50-i50-q,2,5,1377,20.405593395233154,0.15,0.992375366568915,0.9957638694031689,0.03405173493328803,0.9534883720930233,0.10358003736633542,1.0,1.0000000000000002,2.6808026171729807e-05,1.0,0.001773805451965416,models/1108_ss/ss_breast_b1_r1377_xgb-d1-o20-cols1_ebm-o50-i50-q_r1377_2_5.pkl
ss_breast_b1_r1377_xgb-d1-o20-cols1,ebm-bf-o50-q,2,5,1377,4.9862730503082275,0.15,0.992375366568915,0.9958659892178303,0.035414542533248335,0.9302325581395349,0.10004877602240854,1.0,1.0000000000000002,0.0013262901655803124,1.0,0.014218708659182167,models/1108_ss/ss_breast_b1_r1377_xgb-d1-o20-cols1_ebm-bf-o50_r1377_2_5.pkl
ss_breast_b1_r1377_xgb-d1-o20-cols1,ilr-q,2,5,1377,0.4127073287963867,0.15,0.9888563049853373,0.9937433339237843,0.04161612254371456,0.9534883720930233,0.15289678205927917,1.0,1.0000000000000002,1.4159887501421637e-08,1.0,0.00011107857742563176,models/1108_ss/ss_breast_b1_r1377_xgb-d1-o20-cols1_ilr-q_r1377_2_5.pkl
ss_breast_b1_r1377_xgb-d1-o20-cols1,mlr-q,2,5,1377,1.5357885360717773,0.15,0.9906158357771261,0.9945615800910833,0.12060207590262374,0.9186046511627907,0.4101658414560449,1.0,1.0,0.05795248856806702,1.0,0.26425608364849856,models/1108_ss/ss_breast_b1_r1377_xgb-d1-o20-cols1_mlr-q_r1377_2_5.pkl
ss_breast_b1_r1377_xgb-d1-o20-cols1,lr,2,5,1377,0.24952363967895508,0.15,0.9958944281524927,0.9976455528564562,0.022557671974376584,0.9651162790697675,0.07703415206044804,0.9997756673895162,0.9998758233643047,0.01042448784611251,0.989648033126294,0.042137014639963076,models/1108_ss/ss_breast_b1_r1377_xgb-d1-o20-cols1_lr_r1377_2_5.pkl
ss_breast_b1_r1377_xgb-d1-o20-cols1,xgb-d1-o20-cols1,3,5,1377,6.855457544326782,0.15,0.9988269794721408,0.9993620414673047,0.012298000148911343,0.9883720930232558,0.04104865085923961,0.9997008898526882,0.9998322073720087,0.006430313684130829,0.9937888198757764,0.027520749170484145,models/1108_ss/ss_breast_b1_r1377_xgb-d1-o20-cols1_xgb-d1-o20-cols1_r1377_3_5.pkl
ss_breast_b1_r1377_xgb-d1-o20-cols1,ebm-o50-i50-q,3,5,1377,30.06561779975891,0.15,0.9994134897360704,0.9996753246753247,0.015550696333478818,0.9767441860465116,0.04438711812746273,1.0,1.0000000000000002,3.1906955638024384e-05,1.0,0.00194473098990597,models/1108_ss/ss_breast_b1_r1377_xgb-d1-o20-cols1_ebm-o50-i50-q_r1377_3_5.pkl
ss_breast_b1_r1377_xgb-d1-o20-cols1,ebm-bf-o50-q,3,5,1377,5.563495874404907,0.15,0.9976539589442815,0.9986947626182076,0.02129424225184875,0.9651162790697675,0.06649415615486343,1.0,1.0000000000000002,0.00232053246363596,1.0,0.019867392760363457,models/1108_ss/ss_breast_b1_r1377_xgb-d1-o20-cols1_ebm-bf-o50_r1377_3_5.pkl
ss_breast_b1_r1377_xgb-d1-o20-cols1,ilr-q,3,5,1377,0.3805429935455322,0.15,0.992375366568915,0.9956185918564134,0.03589455669467034,0.9534883720930233,0.11970860970241082,1.0,1.0000000000000002,6.813875820486148e-10,1.0,2.4299117816050033e-05,models/1108_ss/ss_breast_b1_r1377_xgb-d1-o20-cols1_ilr-q_r1377_3_5.pkl
ss_breast_b1_r1377_xgb-d1-o20-cols1,mlr-q,3,5,1377,1.6884346008300781,0.15,0.9935483870967742,0.9964076169246593,0.11246612392793544,0.9302325581395349,0.39143222703269165,1.0,1.0000000000000002,0.05820140877784694,1.0,0.2648573090722747,models/1108_ss/ss_breast_b1_r1377_xgb-d1-o20-cols1_mlr-q_r1377_3_5.pkl
