d_name,model_name,split_idx,n_splits,random_state,fit_time,test_size,bias,variance,error_test_mse,avg_test_auc,avg_test_aupr,avg_test_acc,avg_test_logloss,n_subsamples,subsample_ratio
mimiciii,xgb-d1-o20-cv,3,5,1377,454.8555827140808,0.15,0.07357705955823679,0.0008454589546613852,0.07442251851289818,0.8160332836811662,0.3778242102075315,0.9063794784304168,0.2580308686008166,8,0.5
mimiciii,xgb-d3,3,5,1377,9.059069156646727,0.15,0.0717997443502991,0.0020295428,0.07382928708148237,0.8169147434816475,0.3885975283009592,0.9065318059956128,0.25674915509249785,8,0.5
mimicii,flam,4,5,1377,748.18874335289,0.15,0.08545693342116781,0.0007340137513544741,0.08619094717252229,0.8400844437558104,0.4351222685047271,0.8844506391079685,0.2858112565914416,8,0.5
mimiciii,xgb-d3-o20,3,5,1377,548.3876867294312,0.15,0.07396346214265842,0.001734565886396443,0.07569802802905487,0.8217228733213954,0.4060545523675254,0.9081464781866926,0.2813952601637865,8,0.5
mimicii,ilr,4,5,1377,74.88208413124084,0.15,0.09039494218207138,0.0013686436817725608,0.09176358586384396,0.801166201838653,0.3653841215384904,0.8798612999728039,0.30611985970545186,8,0.5
mimicii,lr,4,5,1377,5.736788272857666,0.15,0.08960828785246748,0.00015464530187002683,0.0897629331543375,0.7960870089178116,0.3969726714107722,0.8858784335055753,0.30612912537876324,8,0.5
mimicii,mlr,4,5,1377,19.15498661994934,0.15,0.0914347185700248,0.006259753591478146,0.09769447216150297,0.8006319078607582,0.3544840891009511,0.8712265433777536,0.3269582367449253,8,0.5
mimiciii,ebm-bf-o50,0,5,1377,281.04485392570496,0.15,0.07550055156304403,0.0005777348637552612,0.07607828642679931,0.794500503882505,0.3562816029992458,0.905526444065318,0.2667740455577985,8,0.5
mimiciii,rf-n1000,3,5,1377,381.0828580856323,0.15,0.07503983117916767,0.00033932130072507924,0.07537915247989277,0.8066835196293352,0.3710171543028622,0.9043382890567876,0.2625843673331022,8,0.5
mimiciii,xgb-d1-o20-cv,4,5,1377,426.0500044822693,0.15,0.07274147604517009,0.0008555600986395152,0.07359703614380961,0.8114089237390891,0.3910517053563252,0.9061966853521812,0.2571141825007003,8,0.5
